Game_ID,Player_ID,OffRtg,DefRtg
006728e4c10e957011e1f24878e6054a,ae53f8ba6761b64a174051da817785bc,66.66666666666666,112.5
006728e4c10e957011e1f24878e6054a,8d2127290c94bd41b82a2938734bc750,109.09090909090908,135.71428571428572
006728e4c10e957011e1f24878e6054a,e816ff284dc3f965b8f3d605a3b91bae,0.0,0.0
006728e4c10e957011e1f24878e6054a,ed95dff5440fadf3042b5acacea81eed,0.0,0.0
006728e4c10e957011e1f24878e6054a,2ad626904c8b28cceb8e12c624a84240,88.23529411764706,125.0
006728e4c10e957011e1f24878e6054a,bd45fe7dba52aa2cd00ba80ff107d05b,0.0,0.0
006728e4c10e957011e1f24878e6054a,766802a8fda500d7945950de7398c9c6,101.38888888888889,122.22222222222223
006728e4c10e957011e1f24878e6054a,42e0d7167f04a4ff958c6442da0e6851,111.76470588235294,119.40298507462686
006728e4c10e957011e1f24878e6054a,c5dd5b2e3b975f0849d9b74e74125cb9,100.0,123.75
006728e4c10e957011e1f24878e6054a,5db9c1c8184510fee8161e7fafdc9c49,76.47058823529412,100.0
006728e4c10e957011e1f24878e6054a,f4a5ca938177c407a9dab5412e39498f,78.57142857142857,116.12903225806453
006728e4c10e957011e1f24878e6054a,c10b49616a2f4a23607dc1a8be4fde9f,0.0,0.0
006728e4c10e957011e1f24878e6054a,dd1da128c27db468d95b99b583f8a57d,0.0,0.0
006728e4c10e957011e1f24878e6054a,618f6d58ab2881152607c2a6e057bc51,119.56521739130434,134.7826086956522
006728e4c10e957011e1f24878e6054a,e59b921ab3da55f632bc748beb12805a,0.0,0.0
006728e4c10e957011e1f24878e6054a,44230324724c84f122ac62a5f0918314,114.28571428571428,85.71428571428571
006728e4c10e957011e1f24878e6054a,48ec4e6c52f418d5ca4ef510ba473ea0,120.6896551724138,100.0
006728e4c10e957011e1f24878e6054a,616281dee946056b071699476fdee9ec,121.95121951219512,111.90476190476191
006728e4c10e957011e1f24878e6054a,e814950408915f43de2b079dce7c21c5,114.28571428571428,108.19672131147541
006728e4c10e957011e1f24878e6054a,99104de2626f67c1fa2ce70504970c3f,114.03508771929825,100.0
006728e4c10e957011e1f24878e6054a,1b37fed4823f31ccbf03515f4b9fe438,0.0,0.0
006728e4c10e957011e1f24878e6054a,d00d552bc4e50f63f9397a74514519ba,0.0,0.0
006728e4c10e957011e1f24878e6054a,4ef3dae16c436459ff05156abca5cebd,115.55555555555554,93.02325581395348
006728e4c10e957011e1f24878e6054a,902362537ff2a39c0c0cfb82ab0adac2,0.0,0.0
006728e4c10e957011e1f24878e6054a,4413c19cf092bda39332d7833c90bfe6,138.70967741935485,100.0
006728e4c10e957011e1f24878e6054a,bf6ed471f8425903310f08548a206905,0.0,0.0
006728e4c10e957011e1f24878e6054a,5cce6ffa455e6372d9de0de400482ab6,130.0,81.08108108108108
006728e4c10e957011e1f24878e6054a,4dd3d6a51dc97c651d3a86eec4362a1f,135.29411764705884,103.03030303030303
006728e4c10e957011e1f24878e6054a,7027df5d9c51192f3527ac8c74b4d08d,0.0,0.0
006728e4c10e957011e1f24878e6054a,d81d912f81fa43178f423aa89a713e96,138.88888888888889,111.42857142857143
03ac65b9a32fde1e201bfb427f6e41e4,255fe2a8be0ed5c06dd99969ab4fea55,123.07692307692308,132.14285714285714
03ac65b9a32fde1e201bfb427f6e41e4,94e99d76e87ee926faab66d382b3a955,0.0,0.0
03ac65b9a32fde1e201bfb427f6e41e4,52c6125836c465f4ac5232121dacb49d,118.75,125.71428571428571
03ac65b9a32fde1e201bfb427f6e41e4,ff59dc439c6c323320bc355afe884fcb,83.75,110.25641025641026
03ac65b9a32fde1e201bfb427f6e41e4,3626b893fc73a5cbd67d1ea48a5c7039,88.77551020408163,113.13131313131312
03ac65b9a32fde1e201bfb427f6e41e4,0b978fcfa7f2ec839c563a755e345ff8,76.92307692307693,108.0
03ac65b9a32fde1e201bfb427f6e41e4,bfef77a3e57907855444410d490e7bfd,0.0,0.0
03ac65b9a32fde1e201bfb427f6e41e4,1a6703883f8f47bb4daf09c03be3bda2,108.95522388059702,114.4927536231884
03ac65b9a32fde1e201bfb427f6e41e4,31598ba01a3fff03ed0a87d7dea11dfe,90.69767441860465,118.82352941176471
03ac65b9a32fde1e201bfb427f6e41e4,a1591595c04d12e88e3cb427fb667618,91.39784946236558,114.13043478260869
03ac65b9a32fde1e201bfb427f6e41e4,6f6a807d57aae8f651222523dc82dc35,86.53846153846155,109.25925925925925
03ac65b9a32fde1e201bfb427f6e41e4,fbcda0bcb861e4726ca8871b8965ede4,0.0,0.0
03ac65b9a32fde1e201bfb427f6e41e4,14de632b07100527b0ced12fd4eeffb7,0.0,0.0
03ac65b9a32fde1e201bfb427f6e41e4,821887f9a002be16b5f79729fae59e01,0.0,0.0
03ac65b9a32fde1e201bfb427f6e41e4,3d75035d20b173a867d4bf32c8a58f0b,0.0,0.0
03ac65b9a32fde1e201bfb427f6e41e4,ad1c818605d80c2d6aeabf60426e94a9,0.0,0.0
03ac65b9a32fde1e201bfb427f6e41e4,7dfbb5980c066844384ba7424aceae47,115.90909090909092,89.65517241379311
03ac65b9a32fde1e201bfb427f6e41e4,7ad61d685fab533836df6c4605db1ac2,0.0,0.0
03ac65b9a32fde1e201bfb427f6e41e4,ff52c317e26534ae1679da3c917e9fec,118.18181818181819,92.66055045871559
03ac65b9a32fde1e201bfb427f6e41e4,25b9943b95a816346c06eae76c78a593,0.0,0.0
03ac65b9a32fde1e201bfb427f6e41e4,ef232aca3c330ff4f84215374638d026,0.0,0.0
03ac65b9a32fde1e201bfb427f6e41e4,11beb0ae23e6425510297a31fa21881e,110.22727272727273,95.45454545454545
03ac65b9a32fde1e201bfb427f6e41e4,1177a5cdd245dc40c6c39bac4df89ce3,0.0,0.0
03ac65b9a32fde1e201bfb427f6e41e4,6ad10958a1d4920dccb1daec39bebd6b,108.43373493975903,83.13253012048193
03ac65b9a32fde1e201bfb427f6e41e4,83c15c0962941640faab838a8f6f151d,110.78431372549021,85.14851485148515
03ac65b9a32fde1e201bfb427f6e41e4,a3bac86ad549b2f128a62399d73d6299,130.95238095238096,119.04761904761905
03ac65b9a32fde1e201bfb427f6e41e4,41c0674725d4cddab004649e9db5a3ce,112.00000000000001,108.0
03ac65b9a32fde1e201bfb427f6e41e4,90ba0d1de241290df2e124a5e02d68ef,106.25,133.33333333333331
03ac65b9a32fde1e201bfb427f6e41e4,1f568a2342e4c375873d49a15e2d4448,163.63636363636365,100.0
03ac65b9a32fde1e201bfb427f6e41e4,31f28da997f1ed51f0f688b9d004b269,0.0,0.0
096e231adad0be6ab1cc89cce56847f8,ae53f8ba6761b64a174051da817785bc,130.76923076923077,100.0
096e231adad0be6ab1cc89cce56847f8,8d2127290c94bd41b82a2938734bc750,122.64150943396226,115.68627450980394
096e231adad0be6ab1cc89cce56847f8,e816ff284dc3f965b8f3d605a3b91bae,60.0,120.0
096e231adad0be6ab1cc89cce56847f8,ed95dff5440fadf3042b5acacea81eed,0.0,0.0
096e231adad0be6ab1cc89cce56847f8,2ad626904c8b28cceb8e12c624a84240,108.8235294117647,86.11111111111111
096e231adad0be6ab1cc89cce56847f8,bd45fe7dba52aa2cd00ba80ff107d05b,0.0,0.0
096e231adad0be6ab1cc89cce56847f8,766802a8fda500d7945950de7398c9c6,121.91780821917808,111.11111111111111
096e231adad0be6ab1cc89cce56847f8,42e0d7167f04a4ff958c6442da0e6851,135.29411764705884,105.88235294117648
096e231adad0be6ab1cc89cce56847f8,c5dd5b2e3b975f0849d9b74e74125cb9,124.69135802469135,107.5
096e231adad0be6ab1cc89cce56847f8,5db9c1c8184510fee8161e7fafdc9c49,91.66666666666666,108.33333333333333
096e231adad0be6ab1cc89cce56847f8,f4a5ca938177c407a9dab5412e39498f,116.12903225806453,103.17460317460319
096e231adad0be6ab1cc89cce56847f8,c10b49616a2f4a23607dc1a8be4fde9f,118.0327868852459,113.11475409836065
096e231adad0be6ab1cc89cce56847f8,dd1da128c27db468d95b99b583f8a57d,60.0,120.0
096e231adad0be6ab1cc89cce56847f8,618f6d58ab2881152607c2a6e057bc51,114.81481481481481,87.27272727272727
096e231adad0be6ab1cc89cce56847f8,e59b921ab3da55f632bc748beb12805a,0.0,0.0
096e231adad0be6ab1cc89cce56847f8,44230324724c84f122ac62a5f0918314,74.46808510638297,126.08695652173914
096e231adad0be6ab1cc89cce56847f8,48ec4e6c52f418d5ca4ef510ba473ea0,115.49295774647888,115.27777777777777
096e231adad0be6ab1cc89cce56847f8,616281dee946056b071699476fdee9ec,122.03389830508475,120.0
096e231adad0be6ab1cc89cce56847f8,e814950408915f43de2b079dce7c21c5,110.8108108108108,126.66666666666666
096e231adad0be6ab1cc89cce56847f8,99104de2626f67c1fa2ce70504970c3f,130.6122448979592,120.0
096e231adad0be6ab1cc89cce56847f8,1b37fed4823f31ccbf03515f4b9fe438,91.66666666666666,86.95652173913044
096e231adad0be6ab1cc89cce56847f8,d00d552bc4e50f63f9397a74514519ba,80.0,150.0
096e231adad0be6ab1cc89cce56847f8,4ef3dae16c436459ff05156abca5cebd,78.57142857142857,117.5
096e231adad0be6ab1cc89cce56847f8,902362537ff2a39c0c0cfb82ab0adac2,100.0,100.0
096e231adad0be6ab1cc89cce56847f8,4413c19cf092bda39332d7833c90bfe6,77.27272727272727,122.72727272727273
096e231adad0be6ab1cc89cce56847f8,bf6ed471f8425903310f08548a206905,0.0,0.0
